제품명,제품소개,알콜도수,용량,성분,특이사항,특징,판매여부,양조장,양조장주소,홈페이지주소,수상경력
소나무와 학,충북 제천시 송학면의 상징인 소나무와 학(Pine&amp;Crane)은 전통증류주방식으로 제천 약초를 이용하여 농촌종합개발사업의 일환으로 탄생,43,700ml,"국내산 쌀, 황기",,"깐풍기  깐풍기는 고추와 마늘로 향을 내서 볶아내는 닭요리로 기름에 튀겨 느끼할 수 있는데, 소나무와 학의 깔끔함이 기름진 맛을 잡아주고 은은",Y,용두산조은술(영),충북 제천시 송학면 송한리 477-3번지,,"2011 대한민국우리술품평회 우수상 (일반증류주 부문), 2012 대한민국우리술품평회 우수상 (일반증류주 부문), 2016 대한민국 우리술품평"
송로주,송로주는 조선시대부터 양조되어 3대에 걸쳐 이어진 술로 소나무‘송(松)’에 이슬‘로(露)’자를 써서 붙여진 이름이다. 속리산 깊은 산골에서 채,48,700ml,"멥쌀, 솔옹이, 솔잎, 복령",시도무형문화재 충청북도 제3호,"표고버섯나물  표고버섯나물은 불에 달군 팬에 버섯을 볶다가 다진 마늘, 소금으로 간만하면 되는데 쫄깃한 식감에 표고향이 입안에 감돌아 솔향 가",Y,송로주,충북 보은군 속리산면 구병리 518번지,,
수삼단본 720,"금산인삼주는 인삼의 종주지인 금산에서 생산된 약효가 뛰어난 5년근 이상의 인삼, 쌀, 누룩 그리고 물탕골 천연암반수를 사용하여 전통적 방법으로",43,720ml,"국내산 쌀, 국내산 인삼",대한민국 식품명인 제2호 김창수,"생선회쫄깃한 식감과 고소한 맛의 생선회 한 점과 금산인삼주 한 모금하면 생선회의 비린 맛도 가시고, 인삼향의 깊고 강한 향이 오랫동안 입안에 ",Y,㈜금산인삼주,충남 금산군 금성면 파초길 23,www.insamwine.com,2014 대한민국우리술품평회 대상 (일반증류주 부문)
톡 한잔 소주,톡 한잔 소주는 보리로 누룩을 만들어 술을 빚고 15일 이상 저온 발효하여 예전옹기항아리모양의 고조리방식으로 내렸던 기술을 토대로 현대식증류기,30,500ml,"국내산 보리, 쌀",,"육류, 장어구이  담백한 육류 요리와 톡 한잔 소주만의 깔끔한 맛이 고유의 술맛을 잘 살려주며 장어구이에 함께 하면 장어만의 이취를 제거하여 ",Y,(농)(유)대마주조,전남 영광군 대마면 동삼로 699,,2014 대한민국우리술품평회 우수상 (증류식소주 부문)
병영설성사또,조선 태종17년(1417년)에 초대 병마절도사 마천목장군이 전라병영성을 축조하며 즐겨 마셨다는 술을 현대기술과 접목하여 재탄생시켰다. 우리 쌀,40,750ml,"국내산 쌀, 국내산 오디, 국내산 복분자",대한민국 식품명인,"삼겹살구이, 장어구이  장어에 많이 함유되어있는 비타민A는 신체저항력을 강화시키고 면역력을 높이는데 도움을 준다. 오디와 복분자향이 삼겹살과 ",Y,병영주조장,전남 강진군 병영면 성남리 140-3,http://byjujo.modoo.at/,"2012 대한민국우리술품평회 대상 (일반증류주 부문), 2013 SWSC 은상, 2013 IWSC 은상, 2013 NYWSC 금상"
남한산성소주,남한산성 소주의 유래는 남한산성을 축성한 조선14대왕 선조때부터 전해진다. 곡물로 빚은 순곡소주로 엿을 이용하여 발효조를 만들고 이를 증류하기,40,400ml,"쌀, 엿, 누룩",시도무형문화재 경기도 제13호,송이한우구이  한우구이는 육즙이 풍부하고 담백해서 남한산성소주의 부드럽고 긴 여운을 즐길 수 있는 음식이다.,Y,남한산성소주,경기도 광주시 곤지암읍 연곡리 51,,
"진도홍주, 만홍",고려시대부터 지초주라하여 임금님께 진상 되었던 고급술로 첨가물을 사용하지 않은 순곡증류주이다. 지초의 붉은색이 눈을 즐겁게 하고 목 넘김이 부,40,"400ml, 500ml","국내산 쌀, 국내산 지초",2015 찾아가는 양조장,"두부스테이크, 문어회  두부를 큼직하게 썰어 노릇하게 구워서먹으면 고도주인 진도홍주를 마시기에 부담이 없다. 문어회는 기호에 따라 초고추장이나",Y,대대로영농조합법인,전남 진도군 군내면 둔전리 98,http://www.e-hongju.co.kr,"2004 청와대 국가안전보장회의 기념주, 2005 한미우호의 밤 만찬주, 2013 대한민국우리술품평회 장려상 (38%, 일반증류주 부문), 2"
문배술,고려시대 신하들이 왕에게 좋은 술을 진상하여 벼슬을 얻게 되었는데 그 중 으뜸 가문의 술이 ‘문배술’이었다. 이후 고려중엽 후손들에 의해 널리,40,"500ml, 1000ml","국내산 찰수수, 국내산 메조","전통식품명인 제7호 이기춘, 중요무형문화재 제86-1호","평양식 녹두지짐, 참숭어회- 문배술은 평양식 녹두지짐과 찰떡궁합을 이룬다는 역사를 갖고 있다. 녹두지짐은 돼지비계를 올려 크고 푸짐하게 구웠던",Y,문배주양조원,경기 김포 통진 검암2로15번길 27,www.moonbaesool.co.kr,"1990 남북총리급회담 만찬주, , 2000 남북정상회담 만찬주, 2007 남북정상회담 만찬주, 2007 대한민국우리술품평회 금상 (증류식소주"
"진심홍삼인삼주 38%, 19%","우리나라의 기록에 인삼주가 처음 등장한 것은 &amp;lt;임원십육지&amp;gt;이다. 인삼주는 우리나라에서만 생산되는 고유의 전통주로, 고","19, 38","19-375ml, 38-750ml","국내산 쌀, 국내산 지초",,"구절판, 삼겹살구이  저녁 식사 때 삼겹살구이와 한잔하면 잘 어울린다. 구절판은 밀전병을 색깔별로 부쳐내고, 쇠고기, 버섯을 비롯한 갖가지재료",Y,(농)㈜태평주가,전북 진안군 진안읍 거북바위로3길 15-35,www.hongsamjumall.com,"2011 대한민국우리술품평회 최우수상 (38%, 일반증류주 부문), 2012 대한민국우리술품평회 장려상 (38%, 일반증류주 부문), , 20"
천지향 증류주,무농약 친환경 복분자로 빚은 복분자주를 5년의 연구를 거친 특허공법으로 증류해 만든 세계유일의 복분자 브랜디로 40도의 높은 도수임에도 혀끝을,40,500ml,국내산 복분자,,"삼겹살구이  천지향의 강한 첫맛을 삼겹살의 담백함이 부드럽게 해주며 또한 천지향이 노릇하게 구운 삼겹살구이의 고소한 맛은 살리고, 기름진 맛은",Y,함평천지복분자(영),전남 함평군 신광면 신광중앙길 146-54,www.redmountain.co.kr,2012 대한민국우리술품평회 최우수상 (일반증류주 부문)
"화요 41%, 25%, 17%","증류소주의 부흥과 발전을 위하여 출시된 화요는 국내산 쌀과 천연암반수를 사용하여 깨끗하고 다양한풍미를 즐길 수 있으며 옹기숙성, 감압증류방식,","41, 25, 17","375ml, 500ml, 750ml",국내산 쌀,,"41%돼지머리편육  돼지머리편육에 깻잎, 부추, 파를 넣고, 마늘소스를 올려먹으면 궁합이 잘맞아 증류식소주의 깔끔한 여운을 즐길 수 있어서 좋",Y,㈜화요,경기도 여주시 가남읍 경충대로 848,www.hwayo.com,"2007 IWSC 우수상 (41%, 25%), 2008 Monde-selection 금상 (41%, 25%), 2010 대한민국우리술품평회 대"
의림소주,독특한 향과 깨끗한 맛을 내기 위하여 100% 국내산 쌀을 발효시켜 최신공법인 감압증류방식으로 빚어냈다. 탄내를 제거시킨 향긋한 쌀향이 그윽하,40,700ml,국내산 쌀,,"제천 한우구이, 송어회  육류와 생선회는 증류주의 깔끔한 맛과 잘 어울리는 음식인데, 제천에서 생산된 음식과 술을 한자리에서 즐길 수 있다면 ",Y,제천한약(영),충북 제천시 봉양읍 원박리 276,www.jcmedi.com,2013 대한민국우리술품평회 장려상 (증류식소주 부문)
금산인삼백주,금산에서 자란 5년근 인삼으로 빚은 인삼백주로 은은한 인삼의 청향과 부드러운 맛과 풍미를 전통방법으로 계승한 고급전통주이다.,43,500ml,"국내산쌀 95.8%, 국내산 인삼 4.2%","대한민국 식품명인 제2호 김창수, 시도무형문화재 충청남도 제19호","문어회증류주는 술 자체만으로도 즐기기에 충분한 경우가 많은데, 문어회는 쫄깃한 씹는 맛도 있고, 향도 진하지 않아 금산인삼주의 술맛을 그대로 ",Y,㈜금산인삼주,충남 금산군 금성면 파초길 23,www.insamwine.com,
우도 땅콩 전통주,"연간 1,200만 명 이상의 관광객이 드나드는 제주도에 가면 빼놓을 수 없는 관광지인 우도, 우도는 섬이지만 땅이 비옥하여 어업보다는 농업이 ",6,750ml,"정제수, 전분당, 백미, 국, 땅콩분, 효모, 젖산 등",,"방앗간에서 깨소금을 볶았을 때 나는 고소한 향기를 가지고 있으며, 산미가 적고 단맛이 강하지만 목넘김은 매우 깔끔합니다. 입 안에 기름진 맛이",Y,조은술 세종,충북 청주시 청원구 사천로 18길 5-2,http://www.joeunsulsj.co.kr,
원매,"제조사 ""더한""에서 제조하는 매실주는 특별합니다. 국내의 다른 매실주는 5~6월경 수확되는 청매를 이용하는 반면, 매실원주는 보다 완숙한 상태",15,750ml,"매실원주액, 매실청, 꿀, 카라멜, 효소처리스테비아, 정제수",,"황매실을 이용해 맑은 호박색을 가지고 있으며, 매실의 신선한 향이 가득한 것이 특징입니다. 도수가 낮아 누구라도 편하게 즐길 수 있으며 처음 ",Y,더한주류,서울시 은평구 증산로7길 28-13,https://www.thehan.kr/,
오목대,"""오목대""는 검은 빛이 감돌아 전주 한옥마을의 기와지붕을 떠올리게 하는 술입니다. 구운 맥아를 사용하여 초콜릿 또는 커피와 같은 구수하고 달콤",5,"1,000ml","보리(국내산), 맥아(국내산), 말토텍스트린, 호프펠렛, 효모, 정제효소제, 정제수",,구워진 곡물 맛을 그대로 느낄 수 있는 발포주. 진한 에스프레소와 같은 향도 있습니다. 기존의 흑맥주와 다른 점은 마지막에서 느껴지는 맛에 지,Y,농업회사법인 동문거리양조장(주),전북 전주시 완산구 동문길99,http://www.moju.kr/,
어우야,"""어우야""는 제주바다의 해풍을 맞고 자란 야관문(비수리)을 재료로 3대째 내려오는 전통제조방식으로 45일간의 시간 동안 정성으로 만든 100%",16,365ml,"야관문(제주산), 정제수, 포도당, 효모",,&quot;어우야&quot; 네이밍의 느낌과 같이 야관문을 넣어 빚은 발효주입니다. 야관문의 독특한 맛이나 향 보다도 야관문이 가지고 있는 약,Y,왕지케양조장,제주특별자치도 제주시 한경면 고산로 2길 22-13,,
설궁,"제조사 솔래원의 설궁은 기타주류로 분류되며 강원도 자연산 송이버섯, 자연산 토종벌꿀, 산양산삼 등 천연 원재료를 침출, 숙성시켜서 프랑스산 브",30,700ml,"자연산 송이버섯, 산양산삼, 토종벌꿀",,은은하게 버섯향과 삼향이 올라오고 술을 입에 넣으면 알코올도수에 비해 도수가 낮아 보일 정도로 부드럽습니다. 인위적인 맛과 향은 있으나 거부감,Y,솔래원,강원도 양구군 방산면 칠전길 12-7,https://solraewon.modoo.at/,2017 대한민국 우리술품평회 최우수상
서울의 밤,"천매, 매실원주, 원매 프리미엄, 원매 등 매실주를 전문으로 생산하고 있는 ""더한주류""에서 2018년 새롭게 출시한 황매실을 원료로 증류주입니",25,375ml,"매실증류주원액, 벌꿀, 포도당, 노간주나무열매, 정제수",,"홍어삼합, 해산물찜 등 생선요리",Y,더한주류,서울특별시 은평구 증산로7길 28-13,http://www.thehan.kr,
산내울 사과애주,거창 사과 원예 농협에서 생산하는 ‘산내울 사과애주’는 해발 600m 이상에서 청정 지역에서 재배된 사과를 엄격한 생산과정과 품질관리를 거쳐 ,16,750ml,"사과, 설탕, 주정, 정제수, 과당",,여름에 얼음과 탄산수를 넣고 마시면 더할 나위 없이 시원한 술입니다.,Y,거창사과원예농협,경남 거창군 거창읍 거함대로 3452-41,http://kcapple.nonghyup.com,
산내울 복분자주,거창 사과 원예 농협에서 생산하는 ‘산내울 복분자주’는 해발 600m 이상에서 자란 청정 복분자를 원료로 한 리큐르주입니다. 복분자의 붉은 빛,16,750ml,"복분자, 설탕, 주정, 정제수, 과당",,여름에 얼음과 탄산수를 넣고 마시면 더할 나위 없이 시원한 술입니다.,Y,거창사과원예농협,경남 거창군 거창읍 거함대로 3452-41,http://kcapple.nonghyup.com,
바나나 주,"달콤하면서도 향긋한 바나나 냄새 때문에, 바나나 우유를 마시는 듯한 느낌을 받는 조은술 세종의 바나나 주. 국내산 쌀로 빚어 4%의 낮은 도수",4,750ml,"쌀, 국, 정제수, 바나나 농축액, 조제종국, 효모, 물엿",,산미가 적고 단맛이 강하고 마치 바나나 음료를 마시는 듯하다. 남녀노소 언제든 편하게 마실 수 있는 막걸리다. 열대과일과 잘 어울린다.,Y,조은술 세종,충북 청주시 청원구 사천로 18길 5-2,http://www.joeunsulsj.co.kr,
백운 복분자 와인,"백운 복분자 와인은 쌀을 찐 다음 누룩과 물, 높은 당도의 광양 토종 복분자 과즙을 넣어 저온에서 장기간 발효한 전통주이다. 특유의 저온발효와",11,360ml,"쌀, 토종 복분자과즙",,검붉은 색깔을 가지고 있으며 신선한 과실향이 올라온다. 단맛과 신맛의 조화가 잘 갖춰져 있으며 목넘김 또한 매우 가볍고 깔끔하다. 전체적으로 ,Y,백운주가,전라남도 광양시 옥룡면 신재로 946-18,,
메로니아,메로니아는 막걸리에 멜론특유의 달콤함을 담아 멜론 맛 아이스크림이 그대로 녹아 들어 있는 듯한 탁주이다. 일반적인 과일 막걸리는 살균을 통해 ,4,750ml,"쌀, 국, 효모, 젖산, 멜론 향, 물엿 등",,메론향이 첨가되어 기타주류로 분류되어 있으며 과일맛 막걸리에 맞게 매우 달콤하고 산미가 적으며 탄산에 의한 청량미가 강하다. 마치 메론으로 만,Y,배혜정도가,경기도 화성시 정남면 서봉로 835,http://www.baedoga.co.kr/,
르깔롱,"르깔롱은 추성주로 22대 대한민국 식명인에 지정된 양대수 명인이 출시한 젊은감각의 전통주이다. 담양대나무죽력과 멜론, 코코넛향 등 첨가물들의 ",16,500ml,"정제수, 주정, 고과당, 죽력, 메론후레바, 레이지라임, 코코넛향, 윌튼스카이아이싱칼라",대한민국 식품명인 제22호 양대수,맑은 에메랄드 빛깔을 가진 술로 멜론 향기가 진하게 올라온다. 도수가 높지만 단맛이 강해 목넘김이 매우 깔끔하고 입 안에 느껴지는 달콤한 코코,Y,추성고을,전남 담양군 용면 추령로 29,http://www.chusungju.co.kr,
